weight,age,geneA,geneB,geneC,geneD,size
3.502132028215444,33.25518669470728,0.11933505298021181,0.7620677862096469,652.4073948204284,6.959753939103358,14.58325711473187
5.321946960652949,89.09290680329012,0.040807934979132626,0.7415508002239339,5086.641906303747,8.03675705937252,18.87434625812461
1.0006862489040693,75.41906437100742,0.3619422806587601,0.9556100143610573,4997.070133205862,3.0001262306704595,26.613528253163693
2.8139954357910386,76.50057744906596,0.3276555993597921,0.5952504363108811,7007.941400398947,7.747194576886876,24.777889619623696
1.8805353449026783,47.47842382743265,0.11438903628581817,0.8920952727890217,9956.03813701815,2.635304260802086,16.49766990365387
1.5540315686127868,21.865685744401834,0.34709827415491695,0.7532967036195951,9079.903831413358,6.830357814207893,19.144561412291097
2.1175612682660256,5.106032878073389,0.26523468540432477,0.7027398947899445,2969.574392704177,6.767664688165917,17.944220910862462
3.0733643622582862,32.86105119705421,0.06339128873744863,0.8972557754991202,3358.2093092894074,1.6652895266180483,17.724918491608896
3.3806048453840196,4.674153784905448,0.33713025350685555,0.6552388791740991,8201.886874036,4.9962532384500005,19.682573597687906
4.232900404020142,69.69168572601608,0.053255794746538715,0.7779511402618372,3616.775236687507,8.709888022908391,17.805202629349857
3.515167086419769,67.36465316168066,0.1487139349488965,0.8173819536448537,3254.4243861407967,8.317911582657349,22.564798278244563
5.111317002380557,43.616706491752524,0.09199579453989201,0.9879660210613691,4447.593325863283,3.2293231009667247,15.476330186984423
2.2267134983891044,77.01110878815912,0.005657111570270822,0.8381343509553139,2771.9288711687777,7.111076587354,19.915275090585602
6.268704618345673,54.064840979216804,0.14464461752702634,0.8980007701609714,7490.303509857708,3.776228196158411,20.308977591867887
1.164325559187557,4.946132736909805,0.016377793665227288,0.8649602274857533,4527.3056742186145,1.2995571304151712,9.60837925171546
5.022805061070414,14.344518678107226,0.15658083430946615,0.9031439197864847,1640.0712810933544,4.877893653549748,17.80935757446572
3.5038288142027616,20.148223502476917,0.4004953331081844,0.7873379570377992,9904.617162543864,6.030805949571955,20.69031000856565
4.35213897067451,34.23071631530033,0.16212414826425373,0.5518568399863425,3380.6348360041957,3.702980230343452,17.56867992405719
1.8423216315714026,6.178981697310198,0.16434226465751023,0.7722689800129509,3018.2894374658044,5.891906247034123,13.916234009754508
2.188608934509273,60.906561269536255,0.005283019791613563,0.9042949304679707,2254.036087917815,5.183573069959218,19.986437542155585
5.80446741205322,51.69404172486796,0.269611133592836,0.935154972820685,4258.012506403846,8.015585254928425,20.127625670273
6.809569454316385,62.12864018969845,0.18532469005417038,0.7197224520298335,6951.5101000138075,7.359665927896835,21.21451927422614
2.880545068955457,43.80320388167006,0.09815566430838901,0.6109760580922347,6024.463090968305,8.72191645725701,14.580662902373959
5.1539356940158845,84.92234635550633,0.15008718391283019,0.8432980470400188,1815.4277802533895,4.968244262528504,22.8860617313551
6.258334913776229,45.95184654985598,0.02321584673252006,0.6763801424936899,2646.3529110672616,7.320340151166025,12.943792757642887
6.367639981023084,2.5249484594001688,0.04585181587231682,0.8461370369079342,5982.902835498564,7.2872171009501185,12.587796623223847
1.5102652682186675,87.43374669626284,0.27261513723394487,0.7733886894863838,8580.609180581801,5.031763047952491,24.669390608997485
1.2343286993972942,65.9639532266658,0.06613921524469922,0.756914768136062,4129.748274092656,9.911220732261457,16.857255925785758
